z,p,limit,cascades,verlauf
4,0.24999999999999992,9,9818,"[30, 68, 108, 148, 187, 220, 241, 267, 284, 300, 311, 320, 331, 342, 351, 361, 375, 399, 435, 479, 530, 589, 656, 739, 874, 1077, 1375, 1927, 3128, 5774, 8770, 9703, 9805, 9817, 9818, 9818]"
5,0.1,1,9766,"[30, 88, 199, 418, 832, 1617, 3079, 5577, 8428, 9577, 9750, 9765, 9766, 9766]"
5,0.1,2,9903,"[30, 108, 330, 938, 2557, 6156, 9315, 9865, 9901, 9902, 9903, 9903]"
5,0.1,3,9916,"[30, 133, 482, 1628, 4918, 9016, 9878, 9914, 9916, 9916]"
5,0.1,4,9942,"[30, 133, 539, 2029, 6048, 9483, 9928, 9941, 9942, 9942]"
5,0.1,5,9914,"[30, 154, 647, 2489, 6945, 9652, 9911, 9914, 9914]"
5,0.1,6,9939,"[30, 153, 709, 2797, 7403, 9776, 9932, 9939, 9939]"
5,0.1,7,9922,"[30, 162, 726, 2887, 7608, 9776, 9917, 9922, 9922]"
5,0.1,8,9944,"[30, 141, 630, 2566, 7167, 9712, 9937, 9943, 9944, 9944]"
5,0.1,9,9916,"[30, 160, 698, 2757, 7387, 9730, 9915, 9916, 9916]"
5,0.11,1,9836,"[30, 84, 187, 388, 777, 1515, 2906, 5328, 8269, 9611, 9817, 9834, 9836, 9836]"
5,0.11,2,9900,"[30, 114, 339, 955, 2601, 6240, 9361, 9865, 9898, 9900, 9900]"
5,0.11,3,9935,"[30, 123, 443, 1511, 4592, 8824, 9875, 9933, 9935, 9935]"
5,0.11,4,9907,"[30, 146, 578, 2136, 6248, 9521, 9894, 9907, 9907]"
5,0.11,5,9937,"[30, 148, 661, 2568, 7081, 9730, 9928, 9936, 9937, 9937]"
5,0.11,6,9922,"[30, 161, 717, 2842, 7552, 9772, 9917, 9922, 9922]"
5,0.11,7,9944,"[30, 140, 625, 2541, 7134, 9705, 9937, 9943, 9944, 9944]"
5,0.11,8,9916,"[30, 160, 698, 2757, 7387, 9730, 9915, 9916, 9916]"
5,0.11,9,9940,"[30, 159, 741, 2931, 7579, 9793, 9933, 9940, 9940]"
5,0.12,1,9820,"[30, 89, 197, 403, 803, 1566, 2980, 5389, 8322, 9619, 9801, 9818, 9819, 9820, 9820]"
5,0.12,2,9926,"[30, 105, 308, 858, 2327, 5715, 9203, 9896, 9925, 9926, 9926]"
5,0.12,3,9908,"[30, 133, 465, 1543, 4621, 8885, 9857, 9906, 9908, 9908]"
5,0.12,4,9936,"[30, 135, 536, 1941, 5811, 9430, 9917, 9935, 9936, 9936]"
5,0.12,5,9920,"[30, 151, 621, 2368, 6739, 9642, 9909, 9920, 9920]"
5,0.12,6,9944,"[30, 131, 532, 2038, 6200, 9520, 9927, 9943, 9944, 9944]"
5,0.12,7,9916,"[30, 150, 584, 2209, 6446, 9596, 9910, 9916, 9916]"
5,0.12,8,9940,"[30, 150, 640, 2421, 6802, 9696, 9931, 9940, 9940]"
5,0.12,9,9922,"[30, 154, 641, 2480, 6970, 9686, 9911, 9922, 9922]"
5,0.13,1,9843,"[30, 82, 177, 356, 694, 1329, 2528, 4670, 7680, 9494, 9802, 9838, 9843, 9843]"
5,0.13,2,9892,"[30, 113, 321, 860, 2246, 5426, 9085, 9848, 9889, 9892, 9892]"
5,0.13,3,9935,"[30, 118, 388, 1201, 3624, 8031, 9829, 9931, 9935, 9935]"
5,0.13,4,9922,"[30, 133, 470, 1582, 4828, 9026, 9879, 9922, 9922]"
5,0.13,5,9944,"[30, 115, 389, 1318, 4339, 8766, 9890, 9942, 9944, 9944]"
5,0.13,6,9915,"[30, 141, 485, 1620, 5045, 9115, 9885, 9915, 9915]"
5,0.13,7,9940,"[30, 132, 478, 1609, 4995, 9158, 9914, 9939, 9940, 9940]"
5,0.13,8,9922,"[30, 140, 500, 1723, 5316, 9256, 9890, 9922, 9922]"
5,0.13,9,9944,"[30, 116, 392, 1334, 4423, 8825, 9894, 9942, 9944, 9944]"
5,0.13999999999999999,1,9818,"[30, 88, 193, 391, 754, 1434, 2702, 4942, 7941, 9518, 9789, 9814, 9818, 9818]"
5,0.13999999999999999,2,9916,"[30, 103, 293, 775, 2027, 4997, 8818, 9832, 9913, 9915, 9916, 9916]"
5,0.13999999999999999,3,9916,"[30, 123, 405, 1258, 3742, 8145, 9808, 9913, 9916, 9916]"
5,0.13999999999999999,4,9944,"[30, 114, 382, 1262, 4080, 8562, 9875, 9942, 9944, 9944]"
5,0.13999999999999999,5,9915,"[30, 140, 479, 1591, 4944, 9063, 9879, 9915, 9915]"
5,0.13999999999999999,6,9939,"[30, 132, 477, 1600, 4964, 9138, 9913, 9938, 9939, 9939]"
5,0.13999999999999999,7,9922,"[30, 140, 500, 1723, 5315, 9255, 9890, 9922, 9922]"
5,0.13999999999999999,8,9944,"[30, 116, 392, 1334, 4421, 8824, 9894, 9942, 9944, 9944]"
5,0.13999999999999999,9,9916,"[30, 142, 489, 1635, 5104, 9161, 9888, 9916, 9916]"
5,0.14999999999999997,1,9853,"[30, 78, 159, 300, 540, 982, 1802, 3328, 5930, 8757, 9731, 9837, 9851, 9853, 9853]"
5,0.14999999999999997,2,9912,"[30, 97, 229, 511, 1185, 2876, 6457, 9454, 9889, 9912, 9912]"
5,0.14999999999999997,3,9942,"[30, 100, 268, 682, 1815, 4891, 8985, 9900, 9941, 9942, 9942]"
5,0.14999999999999997,4,9915,"[30, 123, 345, 911, 2617, 6669, 9628, 9905, 9915, 9915]"
5,0.14999999999999997,5,9940,"[30, 107, 308, 807, 2255, 6005, 9477, 9923, 9940, 9940]"
5,0.14999999999999997,6,9922,"[30, 117, 310, 804, 2327, 6286, 9508, 9908, 9920, 9922, 9922]"
5,0.14999999999999997,7,9944,"[30, 103, 280, 740, 2084, 5782, 9397, 9926, 9944, 9944]"
5,0.14999999999999997,8,9916,"[30, 124, 348, 923, 2713, 6894, 9683, 9908, 9916, 9916]"
5,0.14999999999999997,9,9941,"[30, 109, 317, 838, 2362, 6228, 9550, 9929, 9941, 9941]"
5,0.15999999999999998,1,9825,"[30, 83, 164, 301, 538, 964, 1755, 3206, 5682, 8540, 9696, 9812, 9824, 9825, 9825]"
5,0.15999999999999998,2,9926,"[30, 92, 228, 531, 1276, 3115, 6908, 9594, 9907, 9926, 9926]"
5,0.15999999999999998,3,9911,"[30, 120, 331, 846, 2322, 5954, 9414, 9889, 9911, 9911]"
5,0.15999999999999998,4,9940,"[30, 105, 300, 780, 2157, 5761, 9396, 9919, 9940, 9940]"
5,0.15999999999999998,5,9922,"[30, 117, 310, 802, 2298, 6202, 9479, 9907, 9920, 9922, 9922]"
5,0.15999999999999998,6,9944,"[30, 103, 279, 730, 2038, 5664, 9353, 9922, 9944, 9944]"
5,0.15999999999999998,7,9916,"[30, 124, 348, 922, 2700, 6867, 9676, 9908, 9916, 9916]"
5,0.15999999999999998,8,9941,"[30, 109, 317, 837, 2351, 6205, 9545, 9929, 9941, 9941]"
5,0.15999999999999998,9,9922,"[30, 117, 310, 806, 2347, 6342, 9518, 9909, 9920, 9922, 9922]"
5,0.16999999999999998,1,9878,"[30, 73, 131, 205, 302, 434, 618, 893, 1390, 2351, 4191, 7083, 9331, 9835, 9876, 9878, 9878]"
5,0.16999999999999998,2,9902,"[30, 92, 180, 302, 499, 878, 1685, 3686, 7438, 9662, 9889, 9902, 9902]"
5,0.16999999999999998,3,9932,"[30, 81, 166, 291, 501, 888, 1789, 4275, 8399, 9833, 9926, 9932, 9932]"
5,0.16999999999999998,4,9922,"[30, 85, 166, 282, 479, 861, 1752, 4202, 8372, 9808, 9920, 9922, 9922]"
5,0.16999999999999998,5,9944,"[30, 85, 174, 296, 506, 897, 1842, 4547, 8725, 9876, 9943, 9944, 9944]"
5,0.16999999999999998,6,9916,"[30, 97, 196, 336, 570, 1080, 2340, 5770, 9334, 9892, 9916, 9916]"
5,0.16999999999999998,7,9941,"[30, 83, 171, 304, 533, 966, 2034, 5081, 9057, 9898, 9940, 9941, 9941]"
5,0.16999999999999998,8,9922,"[30, 86, 168, 286, 486, 873, 1791, 4376, 8568, 9836, 9920, 9922, 9922]"
5,0.16999999999999998,9,9944,"[30, 85, 174, 296, 506, 898, 1844, 4579, 8763, 9878, 9943, 9944, 9944]"
5,0.17999999999999997,1,9829,"[30, 78, 145, 230, 340, 495, 723, 1114, 1835, 3218, 5593, 8513, 9683, 9813, 9826, 9828, 9829, 9829]"
5,0.17999999999999997,2,9925,"[30, 78, 156, 264, 443, 748, 1382, 2974, 6384, 9401, 9894, 9924, 9925, 9925]"
5,0.17999999999999997,3,9919,"[30, 84, 164, 279, 474, 851, 1715, 4010, 8126, 9773, 9914, 9919, 9919]"
5,0.17999999999999997,4,9944,"[30, 85, 174, 296, 506, 896, 1834, 4490, 8662, 9873, 9943, 9944, 9944]"
5,0.17999999999999997,5,9916,"[30, 97, 196, 336, 570, 1079, 2333, 5725, 9310, 9891, 9916, 9916]"
5,0.17999999999999997,6,9941,"[30, 83, 171, 304, 533, 966, 2034, 5068, 9045, 9897, 9940, 9941, 9941]"
5,0.17999999999999997,7,9922,"[30, 86, 168, 286, 486, 873, 1791, 4376, 8568, 9836, 9920, 9922, 9922]"
5,0.17999999999999997,8,9944,"[30, 85, 174, 296, 506, 898, 1844, 4579, 8763, 9878, 9943, 9944, 9944]"
5,0.17999999999999997,9,9916,"[30, 97, 196, 336, 570, 1080, 2342, 5783, 9341, 9892, 9916, 9916]"
5,0.18999999999999995,1,9871,"[30, 69, 122, 182, 255, 355, 506, 764, 1184, 1949, 3431, 5952, 8764, 9766, 9863, 9871, 9871]"
5,0.18999999999999995,2,9912,"[30, 78, 145, 239, 386, 654, 1152, 2283, 5008, 8773, 9820, 9905, 9912, 9912]"
5,0.18999999999999995,3,9942,"[30, 84, 171, 291, 492, 848, 1678, 3971, 8109, 9810, 9938, 9942, 9942]"
5,0.18999999999999995,4,9914,"[30, 97, 195, 330, 551, 1008, 2075, 5019, 8975, 9868, 9913, 9914, 9914]"
5,0.18999999999999995,5,9941,"[30, 83, 171, 304, 531, 945, 1918, 4677, 8805, 9883, 9938, 9941, 9941]"
5,0.18999999999999995,6,9922,"[30, 85, 164, 276, 463, 819, 1611, 3811, 8031, 9781, 9914, 9922, 9922]"
5,0.18999999999999995,7,9944,"[30, 85, 174, 296, 502, 871, 1743, 4284, 8528, 9860, 9942, 9944, 9944]"
5,0.18999999999999995,8,9916,"[30, 97, 195, 330, 551, 1010, 2092, 5132, 9067, 9874, 9915, 9916, 9916]"
5,0.18999999999999995,9,9941,"[30, 83, 171, 304, 531, 946, 1921, 4705, 8827, 9884, 9938, 9941, 9941]"
5,0.19999999999999996,1,9823,"[30, 71, 118, 175, 249, 353, 491, 716, 1083, 1717, 2937, 5170, 8118, 9585, 9802, 9822, 9823, 9823]"
5,0.19999999999999996,2,9935,"[30, 81, 162, 269, 438, 720, 1305, 2697, 5891, 9257, 9897, 9935, 9935]"
5,0.19999999999999996,3,9911,"[30, 97, 195, 330, 549, 992, 1997, 4740, 8746, 9849, 9910, 9911, 9911]"
5,0.19999999999999996,4,9941,"[30, 83, 171, 304, 530, 941, 1903, 4593, 8729, 9876, 9936, 9941, 9941]"
5,0.19999999999999996,5,9922,"[30, 85, 164, 276, 463, 818, 1602, 3782, 7988, 9771, 9913, 9922, 9922]"
5,0.19999999999999996,6,9944,"[30, 85, 174, 296, 502, 871, 1743, 4281, 8525, 9859, 9942, 9944, 9944]"
5,0.19999999999999996,7,9916,"[30, 97, 195, 330, 551, 1010, 2092, 5132, 9067, 9874, 9915, 9916, 9916]"
5,0.19999999999999996,8,9941,"[30, 83, 171, 304, 531, 946, 1921, 4704, 8827, 9884, 9938, 9941, 9941]"
5,0.19999999999999996,9,9922,"[30, 85, 164, 276, 463, 819, 1611, 3817, 8039, 9781, 9914, 9922, 9922]"
5,0.20999999999999996,1,102,"[30, 57, 73, 81, 88, 95, 99, 100, 101, 102, 102]"
5,0.20999999999999996,2,267,"[30, 69, 98, 125, 153, 181, 200, 217, 232, 244, 251, 260, 264, 266, 267, 267]"
5,0.20999999999999996,3,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.20999999999999996,4,144,"[30, 61, 85, 99, 111, 118, 125, 135, 138, 140, 141, 142, 143, 144, 144]"
5,0.20999999999999996,5,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.20999999999999996,6,268,"[30, 69, 98, 125, 153, 181, 200, 217, 232, 245, 252, 261, 265, 267, 268, 268]"
5,0.20999999999999996,7,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.20999999999999996,8,144,"[30, 61, 85, 99, 111, 118, 125, 135, 138, 140, 141, 142, 143, 144, 144]"
5,0.20999999999999996,9,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.21999999999999995,1,252,"[30, 67, 96, 123, 149, 175, 193, 208, 219, 226, 230, 237, 240, 243, 246, 249, 250, 251, 252, 252]"
5,0.21999999999999995,2,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.21999999999999995,3,144,"[30, 61, 85, 99, 111, 118, 125, 135, 138, 140, 141, 142, 143, 144, 144]"
5,0.21999999999999995,4,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.21999999999999995,5,268,"[30, 69, 98, 125, 153, 181, 200, 217, 232, 245, 252, 261, 265, 267, 268, 268]"
5,0.21999999999999995,6,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.21999999999999995,7,144,"[30, 61, 85, 99, 111, 118, 125, 135, 138, 140, 141, 142, 143, 144, 144]"
5,0.21999999999999995,8,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.21999999999999995,9,268,"[30, 69, 98, 125, 153, 181, 200, 217, 232, 245, 252, 261, 265, 267, 268, 268]"
5,0.22999999999999995,1,107,"[30, 53, 73, 81, 90, 97, 103, 105, 106, 107, 107]"
5,0.22999999999999995,2,132,"[30, 61, 85, 98, 107, 112, 116, 124, 126, 128, 129, 130, 131, 132, 132]"
5,0.22999999999999995,3,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.22999999999999995,4,202,"[30, 69, 98, 124, 148, 169, 183, 189, 195, 199, 201, 202, 202]"
5,0.22999999999999995,5,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.22999999999999995,6,132,"[30, 61, 85, 98, 107, 112, 116, 124, 126, 128, 129, 130, 131, 132, 132]"
5,0.22999999999999995,7,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.22999999999999995,8,202,"[30, 69, 98, 124, 148, 169, 183, 189, 195, 199, 201, 202, 202]"
5,0.22999999999999995,9,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.23999999999999994,1,130,"[30, 60, 84, 97, 106, 111, 115, 122, 124, 126, 127, 128, 129, 130, 130]"
5,0.23999999999999994,2,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.23999999999999994,3,202,"[30, 69, 98, 124, 148, 169, 183, 189, 195, 199, 201, 202, 202]"
5,0.23999999999999994,4,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.23999999999999994,5,132,"[30, 61, 85, 98, 107, 112, 116, 124, 126, 128, 129, 130, 131, 132, 132]"
5,0.23999999999999994,6,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.23999999999999994,7,202,"[30, 69, 98, 124, 148, 169, 183, 189, 195, 199, 201, 202, 202]"
5,0.23999999999999994,8,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.23999999999999994,9,132,"[30, 61, 85, 98, 107, 112, 116, 124, 126, 128, 129, 130, 131, 132, 132]"
5,0.24999999999999992,1,102,"[30, 57, 73, 81, 88, 95, 99, 100, 101, 102, 102]"
5,0.24999999999999992,2,202,"[30, 69, 98, 124, 148, 169, 183, 189, 195, 199, 201, 202, 202]"
5,0.24999999999999992,3,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.24999999999999992,4,132,"[30, 61, 85, 98, 107, 112, 116, 124, 126, 128, 129, 130, 131, 132, 132]"
5,0.24999999999999992,5,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
5,0.24999999999999992,6,202,"[30, 69, 98, 124, 148, 169, 183, 189, 195, 199, 201, 202, 202]"
5,0.24999999999999992,7,128,"[30, 56, 79, 88, 101, 112, 119, 122, 124, 126, 127, 128, 128]"
5,0.24999999999999992,8,132,"[30, 61, 85, 98, 107, 112, 116, 124, 126, 128, 129, 130, 131, 132, 132]"
5,0.24999999999999992,9,115,"[30, 59, 79, 89, 99, 107, 112, 113, 114, 115, 115]"
6,0.1,1,9896,"[30, 90, 207, 438, 883, 1757, 3440, 6355, 9231, 9845, 9891, 9896, 9896]"
6,0.1,2,9959,"[30, 109, 342, 999, 2813, 6967, 9749, 9954, 9959, 9959]"
6,0.1,3,9964,"[30, 135, 497, 1780, 5601, 9543, 9956, 9964, 9964]"
6,0.1,4,9979,"[30, 131, 549, 2210, 6940, 9835, 9976, 9979, 9979]"
6,0.1,5,9967,"[30, 166, 746, 3133, 8406, 9940, 9967, 9967]"
6,0.1,6,9977,"[30, 166, 824, 3572, 8767, 9949, 9976, 9977, 9977]"
6,0.1,7,9970,"[30, 174, 826, 3591, 8781, 9945, 9969, 9970, 9970]"
6,0.1,8,9979,"[30, 145, 672, 2966, 8233, 9924, 9979, 9979]"
6,0.1,9,9970,"[30, 175, 820, 3533, 8797, 9952, 9970, 9970]"
6,0.11,1,9922,"[30, 84, 191, 399, 802, 1592, 3123, 5867, 8988, 9865, 9916, 9922, 9922]"
6,0.11,2,9954,"[30, 115, 344, 1000, 2832, 6990, 9754, 9949, 9954, 9954]"
6,0.11,3,9975,"[30, 123, 453, 1627, 5295, 9493, 9967, 9975, 9975]"
6,0.11,4,9965,"[30, 158, 666, 2667, 7744, 9900, 9964, 9965, 9965]"
6,0.11,5,9976,"[30, 159, 756, 3196, 8410, 9938, 9975, 9976, 9976]"
6,0.11,6,9970,"[30, 170, 797, 3436, 8650, 9941, 9969, 9970, 9970]"
6,0.11,7,9979,"[30, 144, 665, 2932, 8199, 9922, 9979, 9979]"
6,0.11,8,9970,"[30, 174, 815, 3509, 8779, 9951, 9970, 9970]"
6,0.11,9,9978,"[30, 177, 891, 3873, 8991, 9963, 9977, 9978, 9978]"
6,0.12,1,9902,"[30, 88, 193, 396, 785, 1551, 3026, 5730, 8879, 9827, 9901, 9902, 9902]"
6,0.12,2,9968,"[30, 104, 309, 883, 2478, 6314, 9642, 9960, 9968, 9968]"
6,0.12,3,9965,"[30, 138, 487, 1680, 5334, 9489, 9960, 9965, 9965]"
6,0.12,4,9975,"[30, 140, 571, 2198, 6803, 9809, 9973, 9975, 9975]"
6,0.12,5,9969,"[30, 153, 603, 2399, 7306, 9860, 9966, 9969, 9969]"
6,0.12,6,9979,"[30, 127, 493, 1979, 6604, 9787, 9976, 9979, 9979]"
6,0.12,7,9969,"[30, 159, 647, 2589, 7671, 9904, 9968, 9969, 9969]"
6,0.12,8,9978,"[30, 158, 683, 2806, 7961, 9919, 9977, 9978, 9978]"
6,0.12,9,9970,"[30, 161, 654, 2676, 7795, 9906, 9968, 9970, 9970]"
6,0.13,1,9925,"[30, 80, 170, 336, 638, 1219, 2368, 4563, 7929, 9722, 9907, 9925, 9925]"
6,0.13,2,9955,"[30, 114, 317, 839, 2251, 5780, 9492, 9945, 9955, 9955]"
6,0.13,3,9978,"[30, 111, 351, 1071, 3414, 8246, 9915, 9977, 9978, 9978]"
6,0.13,4,9970,"[30, 129, 397, 1301, 4414, 9136, 9953, 9970, 9970]"
6,0.13,5,9978,"[30, 111, 354, 1158, 4039, 8989, 9955, 9978, 9978]"
6,0.13,6,9970,"[30, 140, 465, 1569, 5440, 9586, 9967, 9970, 9970]"
6,0.13,7,9979,"[30, 128, 432, 1453, 5061, 9482, 9970, 9978, 9979, 9979]"
6,0.13,8,9970,"[30, 138, 441, 1504, 5243, 9517, 9958, 9970, 9970]"
6,0.13,9,9979,"[30, 112, 357, 1183, 4188, 9090, 9960, 9979, 9979]"
6,0.13999999999999999,1,9907,"[30, 90, 198, 395, 760, 1472, 2841, 5354, 8641, 9810, 9903, 9907, 9907]"
6,0.13999999999999999,2,9969,"[30, 96, 270, 711, 1894, 4965, 9142, 9943, 9969, 9969]"
6,0.13999999999999999,3,9968,"[30, 120, 353, 1097, 3488, 8331, 9912, 9968, 9968]"
6,0.13999999999999999,4,9978,"[30, 108, 341, 1093, 3729, 8748, 9951, 9978, 9978]"
6,0.13999999999999999,5,9969,"[30, 138, 456, 1532, 5274, 9531, 9966, 9969, 9969]"
6,0.13999999999999999,6,9979,"[30, 127, 425, 1410, 4910, 9418, 9970, 9978, 9979, 9979]"
6,0.13999999999999999,7,9970,"[30, 138, 441, 1504, 5231, 9515, 9958, 9970, 9970]"
6,0.13999999999999999,8,9979,"[30, 112, 356, 1175, 4160, 9069, 9960, 9979, 9979]"
6,0.13999999999999999,9,9970,"[30, 140, 466, 1589, 5525, 9605, 9967, 9970, 9970]"
6,0.14999999999999997,1,9936,"[30, 73, 144, 257, 433, 738, 1316, 2443, 4599, 7919, 9747, 9925, 9935, 9936, 9936]"
6,0.14999999999999997,2,9961,"[30, 91, 197, 403, 854, 2055, 5156, 9204, 9940, 9960, 9961, 9961]"
6,0.14999999999999997,3,9976,"[30, 87, 197, 423, 986, 2794, 7332, 9844, 9973, 9976, 9976]"
6,0.14999999999999997,4,9968,"[30, 113, 277, 653, 1786, 5390, 9517, 9961, 9968, 9968]"
6,0.14999999999999997,5,9979,"[30, 94, 235, 541, 1422, 4414, 9137, 9952, 9978, 9979, 9979]"
6,0.14999999999999997,6,9970,"[30, 106, 245, 564, 1477, 4648, 9256, 9951, 9969, 9970, 9970]"
6,0.14999999999999997,7,9979,"[30, 90, 206, 451, 1127, 3563, 8548, 9943, 9979, 9979]"
6,0.14999999999999997,8,9970,"[30, 114, 281, 667, 1890, 5861, 9672, 9967, 9970, 9970]"
6,0.14999999999999997,9,9979,"[30, 95, 238, 549, 1479, 4682, 9290, 9958, 9978, 9979, 9979]"
6,0.15999999999999998,1,9927,"[30, 78, 149, 260, 442, 752, 1350, 2518, 4735, 8098, 9757, 9913, 9926, 9927, 9927]"
6,0.15999999999999998,2,9971,"[30, 81, 173, 351, 724, 1696, 4321, 8661, 9923, 9970, 9971, 9971]"
6,0.15999999999999998,3,9966,"[30, 109, 261, 595, 1511, 4325, 8960, 9944, 9966, 9966]"
6,0.15999999999999998,4,9979,"[30, 93, 231, 524, 1315, 3925, 8770, 9945, 9978, 9979, 9979]"
6,0.15999999999999998,5,9970,"[30, 105, 239, 544, 1381, 4283, 9044, 9945, 9969, 9970, 9970]"
6,0.15999999999999998,6,9979,"[30, 90, 206, 450, 1103, 3416, 8371, 9935, 9979, 9979]"
6,0.15999999999999998,7,9970,"[30, 114, 279, 653, 1824, 5659, 9626, 9967, 9970, 9970]"
6,0.15999999999999998,8,9979,"[30, 95, 238, 544, 1414, 4405, 9162, 9956, 9978, 9979, 9979]"
6,0.15999999999999998,9,9970,"[30, 105, 239, 545, 1394, 4401, 9125, 9946, 9969, 9970, 9970]"
6,0.16999999999999998,1,9943,"[30, 60, 85, 107, 127, 150, 176, 209, 250, 288, 341, 412, 500, 640, 893, 1387, 2373, 4352, 7567, 9699, 9933, 9943, 9943]"
6,0.16999999999999998,2,9963,"[30, 85, 142, 203, 278, 388, 561, 888, 1654, 3805, 8003, 9883, 9961, 9963, 9963]"
6,0.16999999999999998,3,9978,"[30, 69, 114, 148, 187, 215, 250, 295, 370, 480, 643, 1010, 2091, 5486, 9487, 9968, 9978, 9978]"
6,0.16999999999999998,4,9969,"[30, 74, 115, 158, 197, 236, 299, 404, 585, 967, 2104, 5747, 9569, 9962, 9969, 9969]"
6,0.16999999999999998,5,9979,"[30, 68, 104, 134, 164, 199, 245, 320, 433, 615, 1007, 2300, 6368, 9745, 9975, 9979, 9979]"
6,0.16999999999999998,6,9970,"[30, 87, 148, 213, 298, 432, 661, 1218, 3074, 7781, 9903, 9968, 9970, 9970]"
6,0.16999999999999998,7,9979,"[30, 69, 114, 148, 187, 216, 252, 301, 384, 510, 718, 1264, 3218, 8073, 9914, 9979, 9979]"
6,0.16999999999999998,8,9970,"[30, 74, 115, 158, 197, 237, 301, 409, 594, 1001, 2274, 6347, 9710, 9964, 9970, 9970]"
6,0.16999999999999998,9,9979,"[30, 68, 104, 134, 164, 199, 245, 320, 433, 615, 1009, 2320, 6492, 9773, 9975, 9979, 9979]"
6,0.17999999999999997,1,9931,"[30, 76, 122, 170, 223, 285, 367, 484, 649, 928, 1463, 2551, 4665, 7949, 9755, 9924, 9931, 9931]"
6,0.17999999999999997,2,9969,"[30, 67, 109, 140, 176, 203, 236, 276, 337, 426, 532, 714, 1115, 2224, 5256, 9231, 9955, 9968, 9969, 9969]"
6,0.17999999999999997,3,9967,"[30, 73, 113, 156, 195, 233, 293, 386, 541, 840, 1663, 4284, 8815, 9934, 9967, 9967]"
6,0.17999999999999997,4,9979,"[30, 68, 104, 134, 164, 199, 245, 320, 433, 613, 998, 2239, 6129, 9689, 9975, 9979, 9979]"
6,0.17999999999999997,5,9969,"[30, 87, 148, 213, 298, 432, 661, 1205, 2981, 7610, 9893, 9967, 9969, 9969]"
6,0.17999999999999997,6,9979,"[30, 69, 114, 148, 187, 216, 252, 301, 384, 510, 718, 1263, 3196, 8034, 9912, 9979, 9979]"
6,0.17999999999999997,7,9970,"[30, 74, 115, 158, 197, 237, 301, 409, 594, 1000, 2272, 6340, 9706, 9964, 9970, 9970]"
6,0.17999999999999997,8,9979,"[30, 68, 104, 134, 164, 199, 245, 320, 433, 615, 1009, 2320, 6492, 9772, 9975, 9979, 9979]"
6,0.17999999999999997,9,9970,"[30, 87, 148, 213, 298, 432, 661, 1217, 3065, 7781, 9903, 9968, 9970, 9970]"
6,0.18999999999999995,1,9950,"[30, 63, 99, 121, 139, 152, 162, 172, 183, 195, 205, 219, 235, 248, 263, 280, 298, 322, 350, 382, 424, 474, 541, 627, 758, 990, 1442, 2393, 4349, 7580, 9694, 9930, 9948, 9950, 9950]"
6,0.18999999999999995,2,9965,"[30, 71, 110, 151, 186, 222, 273, 353, 455, 604, 888, 1565, 3455, 7549, 9827, 9962, 9965, 9965]"
6,0.18999999999999995,3,9979,"[30, 68, 104, 133, 161, 194, 230, 278, 344, 423, 536, 727, 1172, 2545, 6465, 9748, 9974, 9978, 9979, 9979]"
6,0.18999999999999995,4,9970,"[30, 87, 148, 212, 294, 417, 605, 954, 1884, 4961, 9309, 9952, 9970, 9970]"
6,0.18999999999999995,5,9978,"[30, 69, 114, 148, 187, 216, 251, 298, 373, 482, 627, 902, 1617, 4142, 8838, 9956, 9978, 9978]"
6,0.18999999999999995,6,9970,"[30, 74, 115, 158, 197, 235, 294, 382, 504, 700, 1125, 2479, 6611, 9743, 9963, 9970, 9970]"
6,0.18999999999999995,7,9979,"[30, 68, 104, 133, 161, 194, 230, 278, 346, 428, 544, 750, 1266, 2949, 7534, 9886, 9978, 9979, 9979]"
6,0.18999999999999995,8,9970,"[30, 87, 148, 212, 294, 418, 607, 967, 1939, 5245, 9451, 9960, 9970, 9970]"
